production_run_id,date,plant_id,product_id,operator_id,quantity_produced,quantity_defective,downtime_minutes,energy_consumed_kwh
1093,7/29/2024,3,5,20,230,5,323,414.63
1094,7/29/2024,3,5,15,275,7,8,194.15
1095,7/30/2024,5,2,2,373,9,2,858.99
1096,7/30/2024,2,8,8,710,9,4,57.23
1097,7/30/2024,2,8,15,856,11,1,72.97
1098,7/30/2024,5,3,10,4,0,12,277.36
1099,7/30/2024,2,2,13,342,3,17,823.62
1100,7/30/2024,1,7,11,17,0,19,255.06
1101,7/30/2024,4,1,4,193,5,17,3130.14
1102,7/31/2024,5,3,6,6,0,0,381.23
1103,7/31/2024,3,5,8,274,7,185,336.87
1104,7/31/2024,3,9,20,818,12,5,48.11
1105,7/31/2024,1,4,1,224,2,6,983.14
1106,7/31/2024,5,2,9,491,8,8,1151.79
1107,7/31/2024,3,7,16,11,0,1,157.61
1108,7/31/2024,1,1,17,183,2,1,2976.87
1109,8/1/2024,3,5,12,252,9,16,191.75
1110,8/1/2024,5,2,8,329,9,2,777.53
1111,8/1/2024,3,5,1,197,2,20,159.19
1112,8/1/2024,3,9,1,1162,4,18,76.15
1113,8/1/2024,2,6,19,137,4,17,111.18
1114,8/2/2024,1,7,2,16,0,6,248.24
1115,8/2/2024,3,5,11,178,2,3,146.92
1116,8/2/2024,4,10,12,150,5,15,908.71
1117,8/2/2024,4,10,8,220,5,13,1312.36
1118,8/2/2024,2,8,9,892,1,16,115.65
1119,8/2/2024,5,3,7,4,0,4,287.98
1120,8/2/2024,4,1,6,174,3,9,2805.96
1121,8/3/2024,5,2,2,451,10,4,1057.29
1122,8/3/2024,5,2,5,500,15,12,1157.42
1123,8/3/2024,2,8,19,599,2,1,69.31
1124,8/3/2024,5,3,10,4,0,6,272.02
1125,8/3/2024,3,9,20,926,11,15,58.08
1126,8/4/2024,3,7,20,15,0,5,202.59
1127,8/4/2024,1,7,18,16,0,9,253.92
1128,8/4/2024,1,4,14,299,8,3,1321.89
1129,8/4/2024,1,7,8,16,0,20,255.42
1130,8/5/2024,3,5,14,251,7,20,178.03
1131,8/5/2024,1,1,5,176,5,15,2844.06
1132,8/5/2024,2,8,16,744,16,6,59.57
1133,8/6/2024,4,1,6,161,2,16,2625.08
1134,8/6/2024,2,6,8,154,7,19,104.94
1135,8/6/2024,4,10,4,192,5,5,1136.59
1136,8/7/2024,1,4,13,369,4,15,1614.29
1137,8/7/2024,2,2,10,369,6,17,884.72
1138,8/7/2024,3,9,11,880,4,1,39.13
1139,8/7/2024,2,6,2,109,4,6,92.31
1140,8/7/2024,1,7,20,13,0,12,185.71
1141,8/8/2024,3,9,3,1082,12,5,69.17
1142,8/8/2024,4,1,10,141,2,1,2300.62
1143,8/8/2024,5,2,17,379,4,7,893.61
1144,8/8/2024,2,2,9,537,7,8,1259.13
1145,8/8/2024,1,1,17,186,2,322,3267.79
1146,8/9/2024,1,7,19,16,0,10,235.01
1147,8/9/2024,1,4,9,296,4,12,1289.25
1148,8/9/2024,1,1,14,154,4,7,2494.9
1149,8/9/2024,4,10,12,247,9,0,1446.14
1150,8/10/2024,4,10,16,209,6,2,1217.17
1151,8/10/2024,2,2,16,410,12,16,974.22
1152,8/10/2024,5,2,2,436,9,4,995.66
1153,8/10/2024,5,3,1,4,0,15,274.52
1154,8/11/2024,3,7,16,15,0,3,216.93
1155,8/11/2024,1,4,5,323,10,14,1428.74
1156,8/11/2024,1,1,14,149,4,17,2424.33
1157,8/11/2024,1,4,4,292,8,16,1276.7
1158,8/12/2024,5,2,5,331,11,11,784.33
1159,8/12/2024,3,7,15,13,0,4,182.27
1160,8/12/2024,4,1,11,146,1,9,2381.26
1161,8/12/2024,2,8,4,811,12,5,65.33
1162,8/12/2024,5,2,12,583,21,13,1355.53
1163,8/13/2024,3,9,13,1254,3,18,55.58
1164,8/13/2024,2,6,6,111,4,12,79.98
1165,8/13/2024,5,3,20,5,0,6,318.45
1166,8/13/2024,5,2,5,225,6,14,544.47
1167,8/13/2024,4,10,10,200,3,12,1197.85
1168,8/14/2024,3,9,11,1067,8,20,80.68
1169,8/14/2024,2,6,18,114,3,13,94.93
1170,8/14/2024,2,2,12,372,14,6,867.1
1171,8/14/2024,2,8,1,702,0,10,63.88
1172,8/14/2024,3,7,17,19,0,15,275.43
1173,8/15/2024,3,9,2,995,16,3,33.83
1174,8/15/2024,1,7,5,15,0,3,202.14
1175,8/15/2024,1,4,4,338,10,0,1459.81
1176,8/15/2024,3,9,6,1252,15,12,61.3
1177,8/15/2024,1,1,7,175,5,14,2822.98
1178,8/16/2024,2,8,17,748,4,9,73.03
1179,8/16/2024,3,5,11,236,3,2,157.85
1180,8/16/2024,1,1,3,120,2,0,1938.7
1181,8/16/2024,3,7,3,12,0,4,175.62
1182,8/16/2024,4,10,6,173,3,8,1046.49
1183,8/16/2024,2,6,9,128,4,11,104.09
1184,8/16/2024,5,3,6,4,0,11,284.64
1185,8/17/2024,2,6,17,126,4,6,78.68
1186,8/17/2024,4,10,2,244,6,14,1447.67
1187,8/17/2024,3,9,13,1412,1,11,81.81
1188,8/17/2024,1,1,14,148,4,11,2399.05
1189,8/17/2024,4,1,1,143,1,12,2326.54
1190,8/18/2024,3,9,12,1050,28,164,192.73
1191,8/18/2024,5,2,14,389,11,5,909.74
1192,8/18/2024,3,9,17,1074,3,2,45.45
1193,8/18/2024,2,6,15,114,5,5,74.5
1194,8/19/2024,2,2,7,376,10,11,865
1195,8/19/2024,2,6,4,117,5,12,102.58
1196,8/19/2024,2,2,13,441,5,295,1265.05
1197,8/20/2024,1,1,20,133,3,0,2162.42
1198,8/20/2024,4,1,8,132,3,10,2145.36
1199,8/20/2024,2,6,5,109,5,260,271.51
1200,8/20/2024,4,1,15,168,4,12,2739.74
1201,8/20/2024,1,1,11,120,2,250,2146.9
1202,8/20/2024,1,4,14,249,7,14,1099.53
1203,8/20/2024,4,10,18,171,2,2,1000.87
1204,8/21/2024,5,3,7,5,0,14,332.47
1205,8/21/2024,1,4,15,207,5,10,924.75
1206,8/21/2024,1,7,9,13,0,20,189.92
1207,8/21/2024,1,4,2,303,6,4,1330.02
1208,8/21/2024,4,10,9,185,2,16,1109.31
1209,8/22/2024,1,4,12,392,13,2,1691.11
1210,8/22/2024,3,7,13,12,0,13,209.01
1211,8/22/2024,2,8,9,839,4,338,349.66
1212,8/23/2024,3,9,6,825,8,9,44.61
1213,8/23/2024,4,1,1,181,1,20,2934.73
1214,8/23/2024,2,2,1,427,5,19,1019.03
1215,8/23/2024,5,3,20,4,0,219,437.99
1216,8/23/2024,4,1,15,177,4,12,2861.83
1217,8/23/2024,1,7,19,15,0,11,218.46
1218,8/24/2024,4,10,1,157,2,13,962.98
1219,8/24/2024,1,4,18,279,3,3,1202.03
1220,8/24/2024,2,2,4,408,10,12,959.6
1221,8/24/2024,3,5,14,285,9,20,227.47
1222,8/24/2024,3,9,18,1010,3,9,70.45
1223,8/25/2024,2,2,13,353,3,5,835.58
1224,8/25/2024,1,4,19,280,4,19,1235.33
1225,8/25/2024,1,7,19,14,0,2,224.67
1226,8/25/2024,1,7,20,19,0,5,269.81
1227,8/25/2024,2,2,16,374,12,14,881.07
1228,8/25/2024,5,3,8,5,0,5,323.79
1229,8/26/2024,1,7,2,16,0,12,222.41
1230,8/26/2024,4,10,18,216,2,1,1264.52
1231,8/26/2024,4,1,12,96,3,3,1552.54
1232,8/27/2024,5,2,6,359,6,15,838.15
1233,8/27/2024,1,4,3,288,6,10,1253.81
1234,8/27/2024,4,10,15,223,5,4,1316.32
1235,8/27/2024,1,1,12,158,5,18,2577.76
1236,8/27/2024,4,10,10,151,2,7,884.97
1237,8/28/2024,5,3,5,5,0,16,339.03
1238,8/28/2024,5,2,12,435,16,12,1032.97
1239,8/28/2024,4,1,17,148,1,2,2393.29
1240,8/28/2024,3,5,8,192,5,6,144.26
1241,8/29/2024,5,2,17,385,5,16,891.74
1242,8/29/2024,5,2,2,388,8,5,914.59
1243,8/29/2024,2,2,15,366,10,2,871.35
1244,8/29/2024,2,8,10,682,4,14,66.05
1245,8/29/2024,1,4,3,273,5,17,1207.43
1246,8/29/2024,5,3,10,5,0,14,352.3
1247,8/30/2024,5,3,1,4,0,10,278.29
1248,8/30/2024,5,3,10,4,0,16,275.15
1249,8/30/2024,4,1,6,149,3,5,2405.15
1250,8/30/2024,4,10,4,239,6,5,1395.99
1251,8/31/2024,2,2,10,400,6,9,954.3
1252,8/31/2024,2,8,5,755,16,5,83.7
1253,8/31/2024,2,6,17,160,5,15,127.37
1254,9/1/2024,3,5,10,233,4,13,182.73
1255,9/1/2024,4,1,13,120,1,14,1971.88
1256,9/1/2024,1,7,7,11,0,10,172.6
1257,9/1/2024,4,10,18,203,2,8,1187.92
1258,9/1/2024,2,2,11,599,11,12,1394.86
1259,9/2/2024,2,6,20,122,5,17,90.23
1260,9/2/2024,3,5,16,199,5,4,156.19
1261,9/2/2024,5,2,18,343,4,8,810.42
1262,9/2/2024,3,9,1,1317,4,11,81.34
1263,9/2/2024,4,1,6,141,2,8,2282.61
1264,9/2/2024,1,1,4,159,4,16,2569.21
1265,9/3/2024,3,5,19,245,3,17,190.28
1266,9/3/2024,5,3,3,5,0,17,329.93
1267,9/3/2024,5,2,19,511,9,13,1202.86
1268,9/3/2024,4,10,5,208,6,16,1250.04
1269,9/3/2024,4,1,13,152,2,160,2582.9
1270,9/3/2024,2,6,8,131,6,6,101.27
1271,9/3/2024,5,3,19,4,0,1,281.98
1272,9/4/2024,3,5,11,262,3,7,210.25
1273,9/4/2024,2,6,1,108,3,6,75.92
1274,9/4/2024,4,10,13,132,1,5,793.27
1275,9/4/2024,5,2,6,430,8,10,1002.11
1276,9/4/2024,2,2,17,380,4,0,880.2
1277,9/4/2024,4,10,4,230,6,2,1360.12
1278,9/4/2024,4,10,1,232,2,4,1381.1
1279,9/5/2024,5,2,5,402,12,350,1226.6
1280,9/5/2024,3,7,20,14,0,4,217.88
1281,9/5/2024,2,6,4,104,4,19,82.24
1282,9/5/2024,1,4,1,243,3,5,1050.75
1283,9/6/2024,2,2,14,249,8,4,607.73
1284,9/6/2024,1,4,16,275,7,11,1225.83
1285,9/6/2024,1,4,16,269,7,7,1185.22
1286,9/6/2024,1,7,13,12,0,9,180.35
1287,9/6/2024,4,10,5,185,5,1,1104.47
1288,9/7/2024,1,1,6,166,3,291,2918.15
1289,9/7/2024,3,5,19,245,3,20,203.74
1290,9/7/2024,3,7,6,10,0,3,164.12
1291,9/7/2024,3,9,9,822,3,4,33.42
1292,9/7/2024,4,1,4,152,4,13,2474.53
1293,9/7/2024,1,7,6,8,0,7,146.64
1294,9/8/2024,3,9,20,1164,16,317,301.39
1295,9/8/2024,2,8,17,718,3,19,77.33
1296,9/8/2024,2,8,20,780,8,12,78.26
1297,9/8/2024,5,3,16,4,0,173,416.73
1298,9/9/2024,2,8,20,820,12,15,104.1
1299,9/9/2024,2,6,6,127,4,2,74.63
1300,9/9/2024,3,5,13,238,3,105,257.62
1301,9/9/2024,5,2,20,391,8,19,923.12
1302,9/9/2024,1,7,11,12,0,15,202.34
1303,9/10/2024,5,2,3,415,10,13,971.02
1304,9/10/2024,1,4,9,386,5,8,1696.22
1305,9/10/2024,1,1,4,165,4,13,2687.03
1306,9/10/2024,1,7,16,16,0,12,221.28
1307,9/11/2024,5,2,19,335,5,12,802.08
1308,9/11/2024,1,4,15,363,9,20,1598.53
1309,9/11/2024,4,1,7,152,4,13,2484.48
1310,9/12/2024,3,7,12,11,0,20,174.03
1311,9/12/2024,2,2,18,461,5,11,1087.29
1312,9/12/2024,2,6,3,106,4,7,73.31
1313,9/12/2024,3,5,3,263,5,12,185.49
1314,9/12/2024,4,10,11,189,3,20,1135.17
1315,9/12/2024,5,2,13,413,3,12,982.94
1316,9/13/2024,3,9,12,662,16,9,54.98
1317,9/13/2024,1,4,8,295,7,8,1271.2
1318,9/13/2024,2,8,8,732,12,0,65.79
1319,9/13/2024,1,7,16,17,0,13,240.34
1320,9/14/2024,5,3,19,6,0,8,393.65
1321,9/14/2024,3,5,11,252,4,7,198.62
1322,9/14/2024,5,2,4,401,10,19,936.56
1323,9/14/2024,3,9,18,1106,2,14,68.07
1324,9/14/2024,4,10,3,206,3,4,1200.25
1325,9/14/2024,3,5,9,335,5,15,240.23
1326,9/14/2024,2,6,7,127,6,7,92.37
1327,9/15/2024,4,1,18,164,1,256,2868.02
1328,9/15/2024,2,2,20,380,8,12,906.8
1329,9/15/2024,4,10,5,221,6,13,1326.31
1330,9/15/2024,4,1,6,138,2,2,2233.19
1331,9/15/2024,1,7,9,14,0,0,198.07
1332,9/15/2024,3,5,19,278,5,19,211.93
1333,9/15/2024,5,2,12,343,12,5,806.04
1334,9/16/2024,1,7,2,16,0,3,226.36
1335,9/16/2024,2,8,17,723,1,19,105.38
1336,9/16/2024,4,10,15,170,4,15,1007.03
1337,9/16/2024,4,1,12,145,5,18,2348.35
1338,9/16/2024,5,2,11,497,8,17,1167.58
1339,9/16/2024,3,7,5,14,0,13,210.48
1340,9/17/2024,1,4,4,273,7,9,1208.28
1341,9/17/2024,1,7,2,13,0,18,208.61
1342,9/17/2024,3,9,2,1009,12,17,45.88
1343,9/17/2024,4,1,17,133,2,5,2177.69
1344,9/17/2024,3,5,7,249,7,240,359.64
1345,9/17/2024,1,4,1,391,5,5,1715.23
1346,9/18/2024,3,7,2,11,0,13,185.12
1347,9/18/2024,3,5,9,244,3,6,193.87
1348,9/18/2024,4,10,20,138,2,5,843.59
1349,9/18/2024,4,1,6,151,3,12,2446.99
1350,9/19/2024,3,9,9,1260,5,1,54.76
1351,9/19/2024,1,1,8,120,2,2,1941.27
1352,9/19/2024,5,3,15,5,0,16,353.47
1353,9/19/2024,2,2,11,368,5,1,854.45
1354,9/19/2024,2,6,17,92,3,2,84.44
1355,9/20/2024,5,3,18,4,0,2,268
1356,9/20/2024,5,2,20,482,11,98,1200.27
1357,9/20/2024,1,4,1,325,4,7,1427.34
1358,9/20/2024,1,7,18,15,0,7,230.42
1359,9/20/2024,5,3,12,4,0,7,261.38
1360,9/20/2024,2,6,9,138,4,4,73.55
1361,9/20/2024,4,1,13,111,1,13,1814.82
1362,9/21/2024,4,10,15,189,4,6,1111.39
1363,9/21/2024,2,8,7,891,17,13,88.85
1364,9/21/2024,3,5,13,263,3,19,199.48
1365,9/21/2024,2,2,11,406,6,5,965.23
1366,9/21/2024,1,7,7,13,0,18,217.67
1367,9/21/2024,4,1,5,143,4,15,2322.65
1368,9/22/2024,5,2,4,432,10,1,996.06
1369,9/22/2024,1,4,12,273,9,11,1203.98
1370,9/22/2024,3,9,15,978,14,17,49.55
1371,9/22/2024,2,2,14,378,11,8,894.5
1372,9/22/2024,2,2,5,394,13,11,942.54
1373,9/22/2024,5,2,15,506,14,11,1160.06
1374,9/22/2024,2,8,10,839,6,11,93.25
1375,9/23/2024,1,7,19,14,0,8,230.68
1376,9/23/2024,1,4,11,270,4,1,1169.21
1377,9/23/2024,4,1,11,152,2,18,2457.17
1378,9/23/2024,4,1,16,145,4,10,2352.67
1379,9/23/2024,5,3,14,5,0,6,334.35
1380,9/23/2024,3,5,15,265,6,4,204.45
1381,9/24/2024,2,2,6,384,8,2,875.99
1382,9/24/2024,1,7,11,18,0,14,271.44
1383,9/24/2024,3,9,4,1030,16,2,39.62
1384,9/25/2024,1,4,8,220,5,6,968.84
1385,9/25/2024,2,8,16,826,15,1,78.06
1386,9/25/2024,5,2,3,358,7,6,848.3
1387,9/26/2024,2,2,11,434,6,9,1017.76
1388,9/26/2024,5,3,7,4,0,20,301.62
1389,9/26/2024,3,7,6,12,0,2,188.56
1390,9/27/2024,1,7,3,11,0,19,189.83
1391,9/27/2024,1,7,9,16,0,11,238.79
1392,9/27/2024,4,10,18,204,2,14,1207.17
1393,9/27/2024,4,10,15,197,5,0,1177.68
1394,9/27/2024,3,7,5,14,0,5,195.04
1395,9/27/2024,2,2,4,305,8,15,723.94
1396,9/28/2024,5,3,8,3,0,5,213.49
1397,9/28/2024,1,4,4,250,6,7,1098.85
1398,9/28/2024,4,1,14,141,4,9,2300.56
1399,9/28/2024,4,1,20,130,3,4,2107.98
1400,9/28/2024,4,1,1,146,1,7,2388.01
1401,9/29/2024,4,10,18,160,2,10,969.26
1402,9/29/2024,5,2,19,460,6,0,1057.54
1403,9/29/2024,1,4,5,310,9,8,1336.58
1404,9/29/2024,4,1,9,162,2,7,2632.92
1405,9/29/2024,3,7,20,14,0,10,217.19
1406,9/30/2024,2,8,7,860,18,12,88.12
1407,9/30/2024,1,4,9,267,2,13,1158.3
1408,9/30/2024,4,1,15,160,4,3,2609.88
1409,9/30/2024,4,10,7,219,6,0,1274.21
1410,9/30/2024,3,9,16,950,20,20,62.37
1411,9/30/2024,3,7,6,10,0,18,179.66
1412,9/30/2024,1,7,2,18,0,4,244.26
1413,10/1/2024,2,8,8,668,10,10,88.11
1414,10/1/2024,4,10,18,161,2,17,982.26
1415,10/1/2024,2,6,6,110,4,1,83.27
1416,10/1/2024,2,6,2,103,4,12,64.15
1417,10/1/2024,3,7,1,17,0,346,500.74
1418,10/1/2024,2,8,16,826,18,6,70.45
1419,10/1/2024,1,7,20,13,0,6,207.47
1420,10/2/2024,3,5,11,292,4,14,220.53
1421,10/2/2024,5,3,7,6,0,18,413.83
1422,10/2/2024,3,9,7,962,19,8,44.31
1423,10/2/2024,1,4,1,273,3,12,1208.65
1424,10/2/2024,4,10,20,197,5,7,1151.46
1425,10/3/2024,1,1,20,142,3,11,2299.41
1426,10/3/2024,2,6,12,97,5,3,65.71
1427,10/3/2024,3,7,7,10,0,15,153.98
1428,10/4/2024,1,7,8,13,0,0,200.62
1429,10/4/2024,4,1,5,131,4,266,2352.02
1430,10/4/2024,4,1,1,153,1,8,2492.8
1431,10/5/2024,2,6,1,88,2,1,83.14
1432,10/5/2024,4,10,8,243,6,11,1434.3
1433,10/5/2024,4,1,12,159,6,20,2583.87
1434,10/5/2024,2,8,13,864,2,17,91.75
1435,10/5/2024,4,1,20,138,3,14,2259.35
1436,10/5/2024,2,2,11,404,6,17,957.91
1437,10/6/2024,5,2,7,455,14,16,1068.31
1438,10/6/2024,5,2,19,420,6,10,982.57
1439,10/6/2024,3,9,12,1020,29,18,58.85
1440,10/6/2024,4,1,8,159,4,6,2587.45
1441,10/7/2024,1,4,5,238,7,20,1041.36
1442,10/7/2024,2,2,1,255,2,3,603.03
1443,10/7/2024,3,9,13,935,0,15,66.11
1444,10/7/2024,5,2,16,498,14,15,1176.95
1445,10/7/2024,4,1,14,169,4,15,2765.79
1446,10/7/2024,4,1,16,160,4,7,2604.57
1447,10/7/2024,1,4,13,325,4,203,1575.76
1448,10/8/2024,2,8,14,859,14,2,83.22
1449,10/8/2024,4,10,19,123,2,344,997.16
1450,10/8/2024,5,3,6,5,0,10,335.07
1451,10/8/2024,2,2,7,397,11,20,955.47
1452,10/8/2024,4,1,10,131,2,7,2140.15
1453,10/8/2024,1,1,6,189,3,13,3045.22
1454,10/9/2024,3,9,18,807,2,13,39.22
1455,10/9/2024,1,4,12,296,10,4,1276.04
1456,10/9/2024,2,2,19,359,6,17,841.87
1457,10/9/2024,1,7,6,15,0,9,210.03
1458,10/9/2024,4,1,12,105,4,115,1794.78
1459,10/9/2024,2,6,7,101,5,12,84.65
1460,10/9/2024,5,2,5,520,15,15,1212.54
1461,10/10/2024,5,2,8,422,11,8,982.16
1462,10/10/2024,4,1,11,139,2,4,2256.37
1463,10/10/2024,5,3,6,4,0,352,532.84
1464,10/11/2024,5,2,5,368,12,10,858.14
1465,10/11/2024,5,3,10,5,0,18,352.21
1466,10/11/2024,5,2,16,345,11,19,826.7
1467,10/12/2024,3,7,10,15,0,7,225.74
1468,10/12/2024,3,7,7,17,0,13,259.69
1469,10/12/2024,2,8,5,999,20,17,105.66
1470,10/12/2024,2,6,19,120,4,7,74.83
1471,10/12/2024,3,5,16,236,7,14,184.3
1472,10/13/2024,3,9,3,1029,12,1,70.64
1473,10/13/2024,4,1,16,146,4,1,2348.44
1474,10/13/2024,1,4,4,305,9,13,1324.85
1475,10/13/2024,5,2,1,431,4,19,1017.77
1476,10/14/2024,5,3,8,3,0,12,207.73
1477,10/14/2024,5,2,6,398,8,14,941.08
1478,10/14/2024,2,2,9,346,4,19,837.68
1479,10/14/2024,4,1,8,164,4,19,2679.23
1480,10/14/2024,1,7,9,11,0,10,168.38
1481,10/15/2024,5,3,15,5,0,12,326.34
1482,10/15/2024,4,1,7,137,3,7,2222.78
1483,10/15/2024,4,1,19,117,1,12,1914.47
1484,10/15/2024,3,7,1,14,0,8,205.33
1485,10/15/2024,3,7,9,14,0,19,221.44
1486,10/15/2024,2,2,13,341,3,2,803.47
1487,10/16/2024,1,4,3,302,6,13,1315.04
1488,10/16/2024,2,2,14,359,10,1,841.45
1489,10/16/2024,2,6,18,118,3,145,200.26
1490,10/16/2024,1,1,4,108,3,17,1782.03
1491,10/16/2024,2,2,18,458,5,8,1067.43
1492,10/16/2024,1,7,17,17,0,4,235.38
1493,10/16/2024,5,3,19,5,0,7,322.08
1494,10/17/2024,1,1,13,130,1,12,2121.61
1495,10/17/2024,4,10,17,180,2,8,1072.34
1496,10/17/2024,4,1,17,165,1,233,2870.08
1497,10/17/2024,1,7,14,14,0,0,193.62
1498,10/17/2024,2,6,19,155,5,7,87.17
1499,10/17/2024,2,6,9,119,4,14,76.99
1500,10/17/2024,1,1,5,141,4,20,2316.88
1501,10/18/2024,5,3,12,5,0,15,324.71
1502,10/18/2024,3,5,10,268,3,16,198.45
1503,10/18/2024,4,10,11,228,3,1,1353.85
1504,10/19/2024,1,4,16,289,8,18,1272.89
1505,10/19/2024,2,6,11,128,4,4,98.08
1506,10/19/2024,2,2,20,380,8,4,875.98
1507,10/19/2024,5,2,14,382,12,2,877.64
1508,10/19/2024,1,4,16,328,10,15,1420.57
1509,10/19/2024,4,10,20,218,5,18,1300.24
1510,10/19/2024,3,9,11,1020,8,8,69.05
1511,10/20/2024,2,2,14,397,11,12,914.9
1512,10/20/2024,5,3,9,4,0,7,274.17
1513,10/20/2024,2,2,18,401,5,9,922.7
1514,10/20/2024,2,8,16,646,12,0,62.11
1515,10/21/2024,1,4,8,354,8,7,1531.56
1516,10/21/2024,5,2,11,347,5,2,795.64
1517,10/21/2024,1,1,18,123,2,20,2000.08
1518,10/21/2024,1,1,16,135,4,11,2205.44
1519,10/21/2024,1,1,6,172,2,1,2787.37
1520,10/22/2024,2,6,16,90,4,19,74.83
1521,10/22/2024,1,4,20,332,8,15,1457.26
1522,10/22/2024,3,5,13,317,4,11,247.07
1523,10/22/2024,3,7,13,10,0,10,151.42
1524,10/23/2024,2,8,5,890,22,2,76.3
1525,10/23/2024,3,9,11,1072,6,20,74.17
1526,10/23/2024,5,3,7,6,0,11,381.44
1527,10/23/2024,1,4,13,251,3,10,1102.73
1528,10/23/2024,3,9,14,884,15,10,41.61
1529,10/23/2024,2,2,17,363,5,19,856.87
1530,10/24/2024,1,4,17,272,4,16,1189.74
1531,10/24/2024,4,1,14,188,5,18,3054.28
1532,10/24/2024,5,3,2,4,0,10,291.39
1533,10/25/2024,4,10,10,249,4,0,1462.98
1534,10/25/2024,1,1,15,175,4,0,2830.07
1535,10/25/2024,3,9,2,997,14,3,66.55
1536,10/25/2024,4,10,6,202,4,170,1345.36
1537,10/26/2024,1,1,9,131,1,13,2124.56
1538,10/26/2024,2,6,4,131,6,20,84.42
1539,10/26/2024,2,2,1,515,5,14,1193.45
1540,10/27/2024,5,3,17,3,0,2,205.73
1541,10/27/2024,4,1,18,191,3,2,3074.09
1542,10/27/2024,3,5,17,293,4,20,215.86
1543,10/27/2024,3,7,14,11,0,6,177.14
1544,10/27/2024,4,1,8,174,4,11,2810.76
1545,10/27/2024,1,1,15,121,2,11,1980.75
1546,10/27/2024,4,1,11,182,2,4,2944.14
1547,10/28/2024,5,3,4,5,0,9,338.68
1548,10/28/2024,4,10,2,174,4,10,1052.49
1549,10/28/2024,1,7,12,12,0,190,325.11
1550,10/28/2024,1,1,17,176,2,8,2863.12
1551,10/28/2024,3,5,6,261,4,204,363.46
1552,10/28/2024,5,2,18,450,6,12,1062.19
1553,10/28/2024,1,4,14,252,7,3,1121.36
1554,10/29/2024,1,1,16,145,4,7,2338.88
1555,10/29/2024,2,2,19,423,7,4,971.72
1556,10/29/2024,5,2,14,286,9,17,676.62
1557,10/29/2024,4,1,20,157,3,12,2570.55
1558,10/29/2024,4,10,9,166,2,3,983.12
1559,10/29/2024,2,8,9,893,5,7,74.48
1560,10/29/2024,1,1,8,185,5,6,2985.86
1561,10/30/2024,5,2,7,531,14,6,1227.43
1562,10/30/2024,2,8,4,912,15,8,88.86
1563,10/30/2024,2,8,5,706,17,7,77.56
1564,10/31/2024,4,1,9,118,1,9,1910.83
1565,10/31/2024,3,5,14,282,8,277,414.71
1566,10/31/2024,2,6,7,128,6,5,87.61
1567,10/31/2024,4,1,1,180,2,17,2923.99
1568,10/31/2024,2,2,9,447,6,16,1060.53
1569,11/1/2024,1,1,19,170,2,17,2777.83
1570,11/1/2024,5,2,16,470,14,18,1095.55
1571,11/1/2024,4,1,6,128,2,8,2087.85
1572,11/1/2024,4,10,4,183,5,10,1084.53
1573,11/1/2024,2,8,11,797,5,3,82.83
1574,11/1/2024,2,2,14,447,13,2,1021.45
1575,11/2/2024,4,1,8,161,3,18,2616.77
1576,11/2/2024,3,9,19,1031,4,20,84.15
1577,11/2/2024,2,2,16,442,13,0,1041.55
1578,11/2/2024,4,1,14,150,4,223,2625.79
1579,11/2/2024,4,1,1,158,1,7,2573.1
1580,11/2/2024,2,2,7,355,9,19,829.33
1581,11/2/2024,1,7,7,12,0,13,176.56
1582,11/3/2024,2,6,13,95,3,13,65.12
1583,11/3/2024,2,2,3,360,7,8,854.95
1584,11/3/2024,5,3,15,5,0,19,358.67
1585,11/4/2024,3,7,9,20,0,6,281.03
1586,11/4/2024,4,10,3,153,3,15,917.53
1587,11/4/2024,5,2,2,404,9,1,940.14
1588,11/4/2024,5,2,8,404,10,8,938.68
1589,11/4/2024,2,2,2,350,7,7,831.05
1590,11/4/2024,1,7,5,15,0,10,223.94
1591,11/5/2024,3,5,2,327,8,0,209.55
1592,11/5/2024,2,8,19,779,4,20,87.6
1593,11/5/2024,5,2,5,473,15,16,1112.87
1594,11/5/2024,3,7,6,15,0,2,205.12
1595,11/5/2024,3,9,20,1108,15,14,44.41
1596,11/6/2024,1,1,9,173,2,16,2801.8
1597,11/6/2024,2,6,13,122,3,7,107.08
1598,11/6/2024,3,9,2,807,12,1,49.04
1599,11/6/2024,1,7,16,12,0,0,190.89
1600,11/6/2024,5,2,5,338,9,12,790.21
1601,11/6/2024,5,2,18,307,5,17,752.29
1602,11/6/2024,4,1,17,108,1,12,1758.31
1603,11/7/2024,1,1,13,156,1,9,2529.51
1604,11/7/2024,2,2,8,462,10,8,1059.19
1605,11/7/2024,1,4,10,286,5,7,1259.94
1606,11/7/2024,3,7,18,16,0,0,236.75
1607,11/8/2024,4,10,14,216,6,0,1282.88
1608,11/8/2024,1,4,8,308,7,10,1356.02
1609,11/8/2024,2,6,20,126,5,194,228.3
1610,11/8/2024,2,2,12,333,12,3,777.44
1611,11/8/2024,2,2,4,391,11,1,914.81
1612,11/8/2024,2,2,19,399,6,1,943.85
1613,11/9/2024,1,1,20,170,4,3,2750.87
1614,11/9/2024,5,3,18,5,0,6,347.61
1615,11/9/2024,1,7,4,13,0,16,222.27
1616,11/10/2024,4,10,16,214,6,19,1260.49
1617,11/10/2024,4,1,20,161,3,1,2589.85
1618,11/10/2024,5,2,4,505,14,9,1162.48
1619,11/10/2024,4,10,11,242,4,5,1438.1
