po_id,date,supplier_id,material_id,quantity_ordered,unit_price,lead_time_days,is_delayed
1173,6/9/2025,4,11,2782,1.874,4,0
1174,6/10/2025,3,4,768,12.796,4,0
1175,6/11/2025,7,12,1644,4.146,19,0
1176,6/12/2025,8,9,53,128.092,16,0
1177,6/13/2025,3,4,923,12.221,7,0
1178,6/14/2025,2,6,92,45.532,9,0
1179,6/15/2025,8,5,2383,4.114,17,0
1180,6/15/2025,4,10,488,3.192,5,0
1181,6/16/2025,4,10,468,3.46,8,0
1182,6/16/2025,6,8,435,8.457,2,0
1183,6/16/2025,6,8,452,7.989,4,0
1184,6/17/2025,2,6,104,45.276,16,1
1185,6/17/2025,4,10,402,3.43,11,0
1186,6/18/2025,6,8,748,7.958,4,0
1187,6/18/2025,8,5,2597,3.865,18,1
1188,6/20/2025,8,9,65,114.384,18,1
1189,6/22/2025,2,2,4497,2.964,6,0
1190,6/23/2025,7,2,3478,2.795,15,0
1191,6/23/2025,7,2,4602,2.799,13,0
1192,6/24/2025,4,10,325,3.285,10,0
1193,6/24/2025,4,11,2535,1.79,12,0
1194,6/24/2025,1,1,38714,1.586,2,0
1195,6/25/2025,1,1,50570,1.571,3,0
1196,6/25/2025,5,3,2345,5.397,15,0
1197,6/25/2025,4,10,681,3.373,7,0
1198,6/25/2025,2,2,3789,2.825,9,0
1199,6/25/2025,8,5,1716,4.433,17,0
1200,6/26/2025,4,4,1262,12.741,4,0
1201,6/26/2025,2,6,117,43.603,11,0
1202,6/27/2025,8,9,53,121.391,12,1
1203,6/28/2025,4,11,3187,1.701,6,0
1204,6/28/2025,4,11,2106,1.914,6,0
1205,6/29/2025,6,8,1159,8.766,6,0
1206,6/30/2025,5,7,18890,0.765,14,0
1207,6/30/2025,8,5,3822,4.106,10,0
1208,6/30/2025,8,9,38,111.197,17,0
1209,7/1/2025,4,11,3127,1.808,7,0
1210,7/1/2025,5,7,12741,0.81,9,0
1211,7/2/2025,2,6,75,47.824,6,0
1212,7/3/2025,1,1,55706,1.39,3,0
1213,7/5/2025,6,8,848,8.805,5,0
1214,7/6/2025,5,3,2199,5.281,10,0
1215,7/7/2025,3,4,1217,11.716,4,0
1216,7/7/2025,8,5,2875,4.218,15,1
1217,7/7/2025,6,10,538,3.405,5,0
1218,7/7/2025,2,6,76,48.397,8,0
1219,7/8/2025,4,11,3630,1.769,11,0
1220,7/9/2025,7,2,4266,2.702,13,0
1221,7/10/2025,5,7,12365,0.74,7,0
1222,7/10/2025,7,12,1822,4.314,12,0
1223,7/11/2025,3,8,968,8.521,5,0
1224,7/11/2025,7,2,6043,2.612,18,0
1225,7/12/2025,6,10,522,3.496,2,0
1226,7/12/2025,2,6,120,43.196,11,0
1227,7/12/2025,2,6,128,42.274,10,0
1228,7/12/2025,6,8,510,7.758,3,0
1229,7/13/2025,5,7,12886,0.77,15,0
1230,7/13/2025,6,8,908,8.626,2,0
1231,7/14/2025,4,10,528,3.323,7,0
1232,7/14/2025,4,11,3143,1.752,8,0
1233,7/15/2025,2,6,66,46.116,9,0
1234,7/15/2025,5,3,2011,5.696,15,0
1235,7/16/2025,7,12,1684,4.235,15,0
1236,7/16/2025,3,8,819,8.689,4,0
1237,7/18/2025,5,3,2473,5.067,17,0
1238,7/18/2025,5,7,15368,0.714,12,0
1239,7/18/2025,3,8,528,7.68,4,0
1240,7/18/2025,4,4,1209,12.183,10,0
1241,7/19/2025,5,3,2209,5.881,7,0
1242,7/20/2025,7,12,1280,4.643,9,0
1243,7/20/2025,7,12,1410,4.698,8,0
1244,7/20/2025,7,12,1632,4.661,17,0
1245,7/20/2025,5,7,12296,0.758,18,0
1246,7/21/2025,8,5,3137,3.893,17,0
1247,7/21/2025,3,8,878,8.293,5,0
1248,7/22/2025,6,8,865,7.958,4,0
1249,7/22/2025,1,1,46168,1.567,3,0
1250,7/23/2025,5,3,1883,5.725,8,0
1251,7/23/2025,8,9,55,116.798,17,1
1252,7/24/2025,3,8,766,8.105,7,0
1253,7/24/2025,3,4,1165,13.227,5,0
1254,7/24/2025,4,4,1159,12.145,4,0
1255,7/24/2025,3,4,1254,12.949,4,0
1256,7/25/2025,1,1,56192,1.565,5,0
1257,7/25/2025,6,10,583,3.254,14,1
1258,7/26/2025,8,9,47,111.189,12,0
1259,7/26/2025,2,6,77,47.622,9,0
1260,7/27/2025,8,9,48,118.452,11,0
1261,7/27/2025,7,12,1915,4.224,18,0
1262,7/28/2025,5,3,2120,5.392,18,0
1263,7/29/2025,5,3,1378,5.183,13,1
1264,7/30/2025,8,5,2241,4.376,17,0
1265,7/30/2025,6,10,508,3.441,4,0
1266,7/31/2025,2,2,5071,2.852,6,0
1267,7/31/2025,1,1,62999,1.614,6,0
1268,7/31/2025,6,8,537,8.531,6,0
1269,7/31/2025,1,1,76889,1.381,3,0
1270,7/31/2025,8,5,2519,4.335,17,1
1271,8/1/2025,3,4,659,12.487,2,0
1272,8/1/2025,2,2,6072,2.833,5,0
1273,8/1/2025,3,8,967,8.847,7,0
1274,8/1/2025,4,10,435,3.395,9,0
1275,8/2/2025,4,10,447,3.423,8,0
1276,8/2/2025,4,10,471,3.186,4,0
1277,8/3/2025,4,4,731,11.92,9,0
1278,8/3/2025,4,11,3801,1.692,4,0
1279,8/4/2025,1,1,46689,1.573,3,0
1280,8/4/2025,2,6,111,46.057,4,0
1281,8/4/2025,6,10,366,3.428,5,0
1282,8/4/2025,4,11,3091,1.863,3,0
1283,8/5/2025,6,8,828,8.288,1,0
1284,8/5/2025,4,10,678,3.346,10,0
1285,8/6/2025,4,11,3637,1.801,9,0
1286,8/6/2025,1,1,54126,1.443,17,1
1287,8/6/2025,4,11,3112,1.795,6,0
1288,8/6/2025,1,1,49525,1.493,2,0
1289,8/7/2025,8,9,53,120.372,10,0
1290,8/7/2025,8,5,2793,4.303,14,1
1291,8/10/2025,7,12,1536,4.748,16,1
1292,8/11/2025,1,1,66555,1.466,1,0
1293,8/12/2025,5,3,2229,5.151,17,0
1294,8/12/2025,2,6,46,46.438,10,0
1295,8/12/2025,5,7,13692,0.709,17,0
1296,8/13/2025,6,10,404,3.448,2,0
1297,8/14/2025,2,2,5033,2.688,3,0
1298,8/15/2025,2,6,125,41.95,5,0
1299,8/16/2025,7,12,1600,4.749,11,1
1300,8/16/2025,5,3,1366,5.168,14,0
1301,8/16/2025,2,6,107,44.746,6,0
1302,8/16/2025,7,12,1416,4.351,12,0
1303,8/17/2025,5,3,2233,5.59,8,0
1304,8/18/2025,8,9,43,110.542,18,0
1305,8/18/2025,8,5,2522,4.229,23,1
1306,8/19/2025,3,8,795,8.795,2,0
1307,8/21/2025,4,10,549,3.536,5,0
1308,8/21/2025,7,2,5565,2.93,9,0
1309,8/22/2025,4,4,769,11.783,10,0
1310,8/22/2025,5,3,2114,5.196,8,0
1311,8/23/2025,5,3,1857,5.63,19,0
1312,8/23/2025,8,5,3103,3.939,18,1
1313,8/24/2025,5,7,16476,0.716,10,0
1314,8/25/2025,3,4,741,13.166,4,0
1315,8/25/2025,6,8,804,7.58,3,0
1316,8/25/2025,5,3,1808,5.556,12,0
1317,8/26/2025,6,8,882,8.425,5,0
1318,8/27/2025,2,2,4841,2.706,9,0
1319,8/27/2025,6,8,604,8.208,3,0
1320,8/27/2025,6,10,499,3.644,5,0
1321,8/28/2025,1,1,59576,1.575,3,0
1322,8/29/2025,5,3,1356,5.182,19,0
1323,8/30/2025,3,4,1271,12.312,6,0
1324,8/30/2025,8,5,3101,4.191,25,1
1325,9/1/2025,7,12,1111,4.79,10,0
1326,9/1/2025,4,4,627,13.372,19,1
1327,9/1/2025,8,5,2775,4.4,15,0
1328,9/2/2025,7,12,1351,4.472,16,0
1329,9/2/2025,8,9,41,122.44,8,0
1330,9/4/2025,8,9,53,111.561,18,0
1331,9/4/2025,8,9,41,114.836,16,0
1332,9/4/2025,5,7,18296,0.755,12,0
1333,9/5/2025,3,8,580,8.078,6,0
1334,9/5/2025,7,12,1605,4.461,11,0
1335,9/5/2025,8,9,47,127.603,17,0
1336,9/5/2025,4,11,3848,1.916,5,0
1337,9/6/2025,2,6,83,43.813,9,0
1338,9/6/2025,6,10,524,3.378,2,0
1339,9/6/2025,4,11,3927,1.764,10,1
1340,9/7/2025,7,2,2668,2.693,9,0
1341,9/8/2025,4,10,417,3.469,8,0
1342,9/8/2025,5,3,1515,5.754,21,1
1343,9/9/2025,6,8,676,8.11,3,0
1344,9/9/2025,8,5,3385,4.009,16,1
1345,9/9/2025,5,3,1496,5.856,18,1
1346,9/9/2025,5,7,20396,0.777,16,0
1347,9/10/2025,6,10,489,3.221,3,0
1348,9/10/2025,5,3,2245,5.694,17,0
1349,9/10/2025,1,1,56905,1.463,5,0
1350,9/10/2025,4,11,3767,1.753,8,0
1351,9/11/2025,5,3,1831,5.293,9,0
1352,9/11/2025,1,1,49436,1.451,6,0
1353,9/12/2025,7,2,4933,2.745,15,0
1354,9/12/2025,5,7,13530,0.718,12,0
1355,9/12/2025,8,5,1955,3.895,10,0
1356,9/13/2025,1,1,49124,1.515,3,0
1357,9/13/2025,2,6,115,43.51,20,1
1358,9/13/2025,5,7,16835,0.805,14,0
1359,9/13/2025,1,1,37675,1.545,7,0
1360,9/14/2025,8,9,38,116.84,10,0
1361,9/14/2025,1,1,57077,1.443,6,0
1362,9/14/2025,8,9,47,112.505,22,1
1363,9/14/2025,5,7,13691,0.746,9,0
1364,9/15/2025,6,10,699,3.17,4,0
1365,9/16/2025,1,1,49268,1.392,5,0
1366,9/16/2025,4,11,2734,1.871,8,0
1367,9/17/2025,1,1,53455,1.602,3,0
1368,9/19/2025,2,6,83,42.745,8,0
1369,9/19/2025,2,6,121,42.022,4,0
1370,9/19/2025,5,7,12950,0.739,20,1
1371,9/21/2025,7,2,5016,2.732,28,1
1372,9/21/2025,5,3,1908,5.183,14,1
1373,9/22/2025,2,6,101,44.59,11,0
1374,9/23/2025,7,2,4492,2.648,17,0
1375,9/23/2025,8,9,48,121.638,9,0
1376,9/24/2025,8,5,2544,4.403,14,0
1377,9/24/2025,4,11,2582,1.709,10,0
1378,9/24/2025,5,7,15221,0.761,14,0
1379,9/24/2025,1,1,43721,1.62,1,0
1380,9/25/2025,5,7,16390,0.718,11,0
1381,9/25/2025,8,5,2699,4.181,14,0
1382,9/25/2025,4,10,536,3.501,8,0
1383,9/25/2025,8,5,2498,4.453,15,0
1384,9/25/2025,4,4,1004,12.119,10,0
1385,9/25/2025,7,2,5214,2.984,12,0
1386,9/26/2025,8,9,53,124.822,15,0
1387,9/26/2025,1,1,47791,1.415,4,0
1388,9/26/2025,5,3,1972,5.18,15,0
1389,9/27/2025,7,12,1200,4.391,10,0
1390,9/28/2025,5,7,16753,0.802,15,0
1391,9/28/2025,7,2,4067,2.926,7,0
1392,9/28/2025,5,7,17010,0.761,13,0
1393,9/29/2025,4,4,908,13.399,9,0
1394,9/29/2025,5,3,1896,5.904,9,0
1395,9/30/2025,8,9,54,114.112,20,1
1396,9/30/2025,8,9,62,117.407,8,0
1397,10/1/2025,5,7,19463,0.778,13,0
1398,10/1/2025,2,6,137,48.587,10,0
1399,10/2/2025,1,1,40009,1.616,6,0
1400,10/2/2025,4,11,3467,1.848,7,0
1401,10/3/2025,8,5,2305,4.145,13,0
1402,10/3/2025,6,8,1048,7.903,4,0
1403,10/4/2025,4,11,1928,1.889,10,0
1404,10/4/2025,2,2,5962,2.667,12,0
1405,10/4/2025,4,11,3147,1.724,15,1
1406,10/4/2025,3,4,990,12.128,5,0
1407,10/5/2025,2,6,73,41.961,5,0
1408,10/5/2025,3,4,1120,12.756,5,0
1409,10/6/2025,3,4,932,13.102,7,0
1410,10/6/2025,7,12,1672,4.386,16,0
1411,10/7/2025,8,9,47,121.088,17,0
1412,10/7/2025,4,10,484,3.64,7,0
1413,10/8/2025,2,6,111,42.842,11,0
1414,10/8/2025,5,7,21542,0.7,9,0
1415,10/8/2025,2,6,83,41.543,8,0
1416,10/9/2025,5,3,2266,5.427,19,0
1417,10/9/2025,3,4,795,12.557,7,0
1418,10/9/2025,4,11,3228,1.94,11,0
1419,10/9/2025,1,1,37631,1.527,3,0
1420,10/10/2025,4,11,3893,1.911,10,0
1421,10/10/2025,8,9,56,115.363,18,0
1422,10/10/2025,5,3,1132,5.459,13,0
1423,10/11/2025,8,5,3012,4.062,9,0
1424,10/11/2025,8,5,1983,4.09,11,0
1425,10/11/2025,4,11,3092,1.693,4,0
1426,10/11/2025,4,4,1064,12.519,8,0
1427,10/12/2025,5,3,1666,5.604,14,0
1428,10/12/2025,8,5,3300,4.323,13,0
1429,10/13/2025,6,10,622,3.262,4,0
1430,10/13/2025,7,12,858,4.642,10,0
1431,10/13/2025,5,7,14505,0.75,9,0
1432,10/14/2025,5,7,11658,0.732,10,0
1433,10/14/2025,1,1,55931,1.461,2,0
1434,10/15/2025,5,7,15704,0.708,11,0
1435,10/15/2025,8,5,2442,4.424,17,0
1436,10/15/2025,7,2,4642,2.967,7,0
1437,10/15/2025,5,7,13867,0.804,13,0
1438,10/15/2025,8,5,3110,4.364,17,0
1439,10/16/2025,3,8,690,8.15,6,0
1440,10/16/2025,1,1,64552,1.486,7,0
1441,10/17/2025,4,11,3140,1.845,5,0
1442,10/17/2025,1,1,47527,1.39,3,0
1443,10/17/2025,3,8,808,7.727,6,0
1444,10/18/2025,2,2,5226,2.605,5,0
1445,10/18/2025,4,11,2221,1.86,10,0
1446,10/18/2025,3,8,1166,7.997,3,0
1447,10/18/2025,8,5,1995,3.995,9,0
1448,10/18/2025,8,9,43,111.207,19,0
1449,10/18/2025,1,1,45548,1.408,2,0
1450,10/18/2025,4,11,2461,1.726,9,0
1451,10/19/2025,6,8,975,7.799,3,0
1452,10/19/2025,3,4,1261,12.594,4,0
1453,10/19/2025,4,11,2319,1.661,9,0
1454,10/20/2025,5,3,1927,5.519,20,1
1455,10/21/2025,8,9,66,127.437,17,0
1456,10/21/2025,4,11,3929,1.758,9,0
1457,10/22/2025,5,7,13737,0.698,17,0
1458,10/22/2025,8,5,2849,4.031,17,0
1459,10/22/2025,8,5,2682,4.336,22,1
1460,10/23/2025,7,2,5608,2.693,6,0
1461,10/24/2025,4,11,3421,1.761,11,0
1462,10/26/2025,4,10,525,3.645,15,1
1463,10/27/2025,3,4,795,12.389,4,0
1464,10/27/2025,8,9,70,121.468,12,0
1465,10/28/2025,7,12,1192,4.534,19,0
1466,10/28/2025,1,1,59595,1.453,4,0
1467,10/28/2025,3,8,618,8.625,6,0
1468,10/29/2025,1,1,53690,1.553,4,0
1469,10/30/2025,4,10,614,3.638,8,0
1470,10/30/2025,3,4,1099,12.474,7,0
1471,10/31/2025,5,3,1658,5.793,13,0
1472,10/31/2025,5,3,1308,5.637,11,0
1473,11/1/2025,5,3,1805,5.438,16,0
1474,11/2/2025,2,2,4967,2.62,7,0
1475,11/2/2025,6,10,529,3.643,5,0
1476,11/2/2025,5,3,2066,5.883,13,0
1477,11/2/2025,6,10,445,3.241,6,0
1478,11/3/2025,3,8,728,7.927,6,0
1479,11/3/2025,8,5,2370,4.468,12,0
1480,11/3/2025,7,12,1290,4.76,6,0
1481,11/4/2025,7,12,1143,4.602,12,0
1482,11/4/2025,5,7,14377,0.763,15,0
1483,11/4/2025,8,9,56,118.031,6,0
1484,11/5/2025,5,7,15170,0.789,14,0
1485,11/6/2025,8,5,2201,4.086,20,0
1486,11/6/2025,1,1,43358,1.424,4,0
1487,11/6/2025,6,10,276,3.661,3,0
1488,11/6/2025,4,4,1260,12.027,11,0
1489,11/6/2025,4,11,2058,1.751,8,0
1490,11/7/2025,4,10,586,3.25,6,0
1491,11/7/2025,8,5,2412,4.498,18,0
1492,11/8/2025,7,12,1091,4.481,18,0
1493,11/10/2025,1,1,61674,1.49,2,0
1494,11/10/2025,6,10,422,3.142,7,0
1495,11/11/2025,1,1,54047,1.619,4,0
1496,11/11/2025,4,11,3222,1.843,7,0
1497,11/11/2025,2,6,90,43.284,7,0
1498,11/12/2025,8,5,1607,4.472,9,0
1499,11/12/2025,8,9,42,126.397,15,0
1500,11/12/2025,2,6,110,43.809,4,0
1501,11/13/2025,4,4,919,12.432,4,0
1502,11/14/2025,6,10,527,3.595,4,0
1503,11/14/2025,5,7,16965,0.755,20,0
1504,11/14/2025,5,7,15712,0.806,15,0
1505,11/14/2025,7,12,1778,4.778,12,0
1506,11/15/2025,7,2,4416,2.975,19,1
1507,11/15/2025,8,9,49,110.607,19,0
1508,11/16/2025,4,11,3596,1.825,10,0
1509,11/17/2025,3,8,940,8.7,5,0
1510,11/18/2025,4,11,2410,1.819,9,0
1511,11/19/2025,4,4,1284,13.241,6,0
1512,11/19/2025,4,11,2491,1.885,10,0
1513,11/20/2025,3,4,817,12.051,15,1
1514,11/20/2025,2,2,4965,2.846,6,0
1515,11/20/2025,3,8,1140,7.796,4,0
1516,11/20/2025,8,9,44,126.031,11,0
1517,11/20/2025,6,10,520,3.434,4,0
1518,11/21/2025,2,6,108,45.88,9,1
1519,11/21/2025,8,9,42,112.272,6,0
1520,11/22/2025,4,11,2470,1.735,11,1
1521,11/23/2025,2,6,103,47.209,6,0
1522,11/23/2025,4,4,1009,12.502,14,1
1523,11/24/2025,5,3,2178,5.939,17,1
1524,11/24/2025,5,7,11442,0.803,9,0
1525,11/24/2025,4,11,2753,1.839,6,0
1526,11/24/2025,5,3,2233,5.697,8,0
1527,11/24/2025,2,2,2392,3.015,14,1
1528,11/24/2025,4,10,623,3.405,7,0
1529,11/25/2025,7,12,1715,4.393,13,0
1530,11/26/2025,1,1,49154,1.454,3,0
1531,11/26/2025,2,6,87,41.414,8,0
1532,11/27/2025,7,2,4508,2.887,11,0
1533,11/27/2025,7,2,5488,2.636,14,0
1534,11/27/2025,4,11,2695,1.661,7,0
1535,11/27/2025,3,4,981,11.811,4,0
1536,11/28/2025,4,4,1181,12.498,7,0
1537,11/29/2025,4,4,950,11.765,11,0
1538,11/29/2025,8,5,2173,4.533,20,0
1539,11/29/2025,7,12,2061,4.338,8,0
1540,11/30/2025,5,3,1964,5.451,8,0
1541,11/30/2025,4,4,1159,11.969,12,0
1542,12/1/2025,4,4,1126,11.878,10,0
1543,12/1/2025,8,9,58,125.202,11,0
1544,12/2/2025,1,1,60433,1.545,5,0
1545,12/3/2025,2,2,5238,2.827,10,0
1546,12/3/2025,8,9,33,110.44,10,0
1547,12/3/2025,6,10,354,3.234,4,0
1548,12/4/2025,7,12,1749,4.59,17,1
1549,12/4/2025,5,3,1968,5.23,10,0
1550,12/5/2025,1,1,55479,1.441,5,0
1551,12/6/2025,7,12,1160,4.724,15,0
1552,12/6/2025,2,2,5237,2.941,7,0
1553,12/6/2025,8,5,2702,4.536,13,0
1554,12/7/2025,4,11,2192,1.812,4,0
1555,12/7/2025,6,8,802,8.103,5,0
1556,12/7/2025,2,2,3939,3.012,6,0
1557,12/7/2025,1,1,53247,1.403,3,0
1558,12/7/2025,2,6,113,47.599,7,0
1559,12/7/2025,4,11,3351,1.786,4,0
1560,12/7/2025,8,5,2518,4.016,8,0
1561,12/8/2025,5,3,2030,5.23,14,0
1562,12/9/2025,2,2,3159,2.995,6,0
1563,12/12/2025,2,2,4299,2.773,19,1
1564,12/12/2025,4,11,3871,1.851,7,0
1565,12/13/2025,4,10,302,3.564,8,0
1566,12/13/2025,4,11,2992,1.678,5,0
1567,12/14/2025,4,10,423,3.321,9,0
1568,12/15/2025,3,8,643,8.522,2,0
1569,12/15/2025,6,8,631,8.122,2,0
1570,12/15/2025,2,6,112,46.849,4,0
1571,12/16/2025,8,5,2210,4.222,13,0
1572,12/16/2025,7,2,3555,2.805,15,0
1573,12/17/2025,2,2,4859,2.746,8,0
1574,12/17/2025,6,10,440,3.548,5,0
1575,12/18/2025,8,5,2763,4.294,17,0
1576,12/19/2025,7,12,1706,4.52,18,0
1577,12/20/2025,8,9,48,122.566,13,0
1578,12/20/2025,6,8,698,7.928,2,0
1579,12/21/2025,1,1,39519,1.571,4,0
1580,12/21/2025,6,10,640,3.162,4,0
1581,12/22/2025,5,7,9280,0.703,24,1
1582,12/22/2025,6,8,760,8.796,5,0
1583,12/23/2025,5,3,1935,5.688,17,0
1584,12/23/2025,6,8,639,7.682,1,0
1585,12/23/2025,6,10,675,3.232,1,0
1586,12/24/2025,6,8,779,8.613,3,0
1587,12/25/2025,5,7,11110,0.698,11,0
1588,12/25/2025,7,2,3652,3.011,14,1
1589,12/25/2025,4,4,994,11.528,6,0
1590,12/25/2025,7,12,1365,4.777,18,0
1591,12/26/2025,3,8,836,7.891,4,0
1592,12/26/2025,6,8,907,7.828,1,0
1593,12/28/2025,5,3,1871,5.332,10,1
1594,12/28/2025,5,7,14840,0.761,25,1
1595,12/29/2025,3,4,862,13.065,6,0
1596,12/29/2025,8,9,49,112.325,10,0
1597,12/29/2025,7,12,1218,4.737,20,1
1598,12/29/2025,7,12,1525,4.413,9,0
1599,12/31/2025,4,10,362,3.38,12,0
1600,12/31/2025,7,2,5212,2.931,20,0
